CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,FaxNumber,WebSite,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,YearRoundYN,FederalDFCDistrictID,Latitude,Longitude,AdmFName,AdmLName,LastUpDate,Multilingual
37683386039937,0634320,10055,Closed,San Diego,San Diego Unified,MacDowell (Edward A) Elementary,5095 Arvinels Avenue,5095 Arvinels Ave.,San Diego,92117-2303,CA,5095 Arvinels Avenue,5095 Arvinels Ave.,San Diego,92117-2303,CA,No Data,No Data,No Data,Information Not Available,1980-07-01 00:00:00,2003-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,6,6,No Data,No Data,Y,No Data,No Data,No Data,No Data,No Data,2009-01-30,No Data
37683386039945,0634320,No Data,Closed,San Diego,San Diego Unified,Marcy Elementary,2640 Soderblom Avenue,2640 Soderblom Ave.,San Diego,92122,CA,2640 Soderblom Avenue,2640 Soderblom Ave.,San Diego,92122,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1987-03-25 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386039952,0634320,05512,Active,San Diego,San Diego Unified,Marshall Elementary,3550 Altadena Avenue,3550 Altadena Ave.,San Diego,92105-3698,CA,3550 Altadena Avenue,3550 Altadena Ave.,San Diego,92105-3698,CA,(619) 344-5100,No Data,(619) 344-5149,http://www.marshall.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.742345,-117.08638,Marisol,Marin,2024-09-12,N
37683386039960,0634320,05514,Active,San Diego,San Diego Unified,Marvin Elementary,5720 Brunswick Avenue,5720 Brunswick Ave.,San Diego,92120-1905,CA,5720 Brunswick Avenue,5720 Brunswick Ave.,San Diego,92120-1905,CA,(619) 583-1355,No Data,(619) 582-7853,http://www.sandi.net/marvin,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.796157,-117.06913,Armando,Tovar Jr.,2023-02-09,N
37683386039978,0634320,05516,Active,San Diego,San Diego Unified,McKinley Elementary,3045 Felton Street,3045 Felton St.,San Diego,92104-5218,CA,3045 Felton Street,3045 Felton St.,San Diego,92104-5218,CA,(619) 282-7694,No Data,(619) 281-3478,http://www.mckinley.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.736627,-117.12208,Jonathan,Morello,2023-02-09,N
37683386039986,0634320,No Data,Closed,San Diego,San Diego Unified,Mead Elementary,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,2000-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,K-1,K-1,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2000-07-21,No Data
37683386039994,0634320,No Data,Closed,San Diego,San Diego Unified,Mission Beach/Fairhaven Alternative Educ.,818 Santa Barbara Place,818 Santa Barbara Pl.,San Diego,92109,CA,818 Santa Barbara Place,818 Santa Barbara Pl.,San Diego,92109,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1991-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,63,Alternative Schools of Choice,No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386040000,0634320,05275,Active,San Diego,San Diego Unified,Language Academy,4961 64th Street,4961 64th St.,San Diego,92115-2602,CA,4961 64th Street,4961 64th St.,San Diego,92115-2602,CA,(619) 860-5150,No Data,(619) 582-1769,http://www.languageacademy.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,Y,N,No Data,32.768355,-117.06227,Margaret,Cannon,2025-03-14,Y
37683386040018,0634320,03943,Active,San Diego,San Diego Unified,Harriet Tubman Village Charter,6880 Mohawk Street,6880 Mohawk St.,San Diego,92115-1728,CA,6880 Mohawk Street,6880 Mohawk St.,San Diego,92115-1728,CA,(619) 668-8635,No Data,(619) 668-2480,http://www.tubmancharter.org,1980-07-01 00:00:00,No Data,Y,0046,Directly funded,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-8,K-8,N,N,Y,0601817,32.769775,-117.04975,Laura,Vivar,2025-05-23,N
37683386040026,0634320,05529,Active,San Diego,San Diego Unified,Oak Park Elementary,2606 54th Street,2606 54th St.,San Diego,92105-4999,CA,2606 54th Street,2606 54th St.,San Diego,92105-4999,CA,(619) 344-5000,No Data,(619) 344-5049,http://www.oakpark.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,Y,N,No Data,32.732601,-117.07970,Reashon,Villery,2023-02-09,N
37683386040034,0634320,05530,Active,San Diego,San Diego Unified,Ocean Beach Elementary,4741 Santa Monica Avenue,4741 Santa Monica Ave.,San Diego,92107-2297,CA,4741 Santa Monica Avenue,4741 Santa Monica Ave.,San Diego,92107-2297,CA,(619) 223-1631,No Data,(619) 224-0141,http://www.oceanbeach.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-4,K-4,N,N,N,No Data,32.745144,-117.24615,Marco,Drapeau,2023-02-09,N
37683386040042,0634320,05531,Active,San Diego,San Diego Unified,Pacific Beach Elementary,1234 Tourmaline Street,1234 Tourmaline St.,San Diego,92109-1856,CA,1234 Tourmaline Street,1234 Tourmaline St.,San Diego,92109-1856,CA,(619) 605-4200,No Data,(858) 488-4807,http://www.pacificbeach.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.808661,-117.25041,Karon,Schnitzer,2025-03-14,N
37683386040059,0634320,05533,Active,San Diego,San Diego Unified,Paradise Hills Elementary,5816 Alleghany Street,5816 Alleghany St.,San Diego,92139-1799,CA,5816 Alleghany Street,5816 Alleghany St.,San Diego,92139-1799,CA,(619) 344-5200,No Data,(619) 344-5249,http://www.paradisehills.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.679597,-117.06622,Skye,Oluwa,2023-02-09,N
37683386040067,0634320,05535,Active,San Diego,San Diego Unified,Perry Elementary,6290 Oriskany Road,6290 Oriskany Rd.,San Diego,92139-1142,CA,6290 Oriskany Road,6290 Oriskany Rd.,San Diego,92139-1142,CA,(619) 479-4040,No Data,(619) 267-6172,http://www.perry.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.684978,-117.05864,Micheline,Morales,2023-02-09,N
37683386040075,0634320,No Data,Closed,San Diego,San Diego Unified,Revere Elementary,6735 Gifford Way,6735 Gifford Way,San Diego,92111,CA,6735 Gifford Way,6735 Gifford Way,San Diego,92111,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1993-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,09,Special Education Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386040083,0634320,05539,Active,San Diego,San Diego Unified,Riley/New Dawn,5650 Mount Ackerly Drive,5650 Mt. Ackerly Dr.,San Diego,92111-4016,CA,5650 Mount Ackerly Drive,5650 Mt. Ackerly Dr.,San Diego,92111-4016,CA,(858) 302-3340,No Data,(858) 573-0729,http://riley.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,09,Special Education Schools (Public),SPEC,Special Education School,ELEMHIGH,Elementary-High Combination,K-12,1-12,N,N,N,No Data,32.809086,-117.17936,Pamela,Busch,2023-02-09,N
37683386040091,0634320,05540,Active,San Diego,San Diego Unified,Rolando Park Elementary,6620 Marlowe Drive,6620 Marlowe Dr.,San Diego,92115-6740,CA,6620 Marlowe Drive,6620 Marlowe Dr.,San Diego,92115-6740,CA,(619) 344-3600,No Data,(619) 344-3620,http://www.rolandopark.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.747808,-117.05444,Anthony,DeLuca,2023-02-09,N
37683386040109,0634320,05542,Active,San Diego,San Diego Unified,Ross Elementary,7470 Bagdad Street,7470 Bagdad St.,San Diego,92111-4317,CA,7470 Bagdad Street,7470 Bagdad St.,San Diego,92111-4317,CA,(858) 800-5800,No Data,(858) 800-5849,http://www.ross.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.811323,-117.16124,Sandra,McClure,2025-03-14,N
37683386040117,0634320,05543,Active,San Diego,San Diego Unified,Rowan Elementary,1755 Rowan Street,1755 Rowan St.,San Diego,92105-5631,CA,1755 Rowan Street,1755 Rowan St.,San Diego,92105-5631,CA,(619) 344-3400,No Data,(619) 344-3440,http://www.rowan.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.723626,-117.11303,Nicole,Weber,2023-02-09,N
37683386040125,0634320,No Data,Closed,San Diego,San Diego Unified,Scripps Elementary,2225 Torrey Pines Road,2225 Torrey Pines Rd.,La Jolla,92037,CA,2225 Torrey Pines Road,2225 Torrey Pines Rd.,La Jolla,92037,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386040133,0634320,05548,Active,San Diego,San Diego Unified,Sequoia Elementary,4690 Limerick Avenue,4690 Limerick Ave.,San Diego,92117-3220,CA,4690 Limerick Avenue,4690 Limerick Ave.,San Diego,92117-3220,CA,(619) 605-1800,No Data,(858) 496-8329,http://new.sandi.net/schools/sequoia,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.828397,-117.17864,Ryan,Kissel,2024-09-11,N
37683386040141,0634320,05550,Active,San Diego,San Diego Unified,Sessions Elementary,2150 Beryl Street,2150 Beryl St.,San Diego,92109-3617,CA,2150 Beryl Street,2150 Beryl St.,San Diego,92109-3617,CA,(619) 605-3400,No Data,(858) 272-0260,http://new.sandi.net/schools/sessions,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.808700,-117.23201,Elizabeth,Ward,2023-09-25,N
37683386040158,0634320,05551,Active,San Diego,San Diego Unified,Sherman Elementary,301 22nd Street,301 22nd St.,San Diego,92102-2918,CA,301 22nd Street,301 22nd St.,San Diego,92102-2918,CA,(619) 615-7000,No Data,(619) 615-7090,No Data,2008-09-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.708405,-117.14390,Nicole,Enriquez,2020-07-02,Y
37683386040166,0634320,05552,Active,San Diego,San Diego Unified,Silver Gate Elementary,1499 Venice Street,1499 Venice St.,San Diego,92107-3699,CA,1499 Venice Street,1499 Venice St.,San Diego,92107-3699,CA,(619) 222-1139,No Data,(619) 226-3058,http://new.sandi.net/schools/silvergate,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,N,N,No Data,32.733235,-117.24415,Maria,Vidal-Fowler,2023-02-09,N
37683386040174,0634320,05553,Active,San Diego,San Diego Unified,Spreckels Elementary,6033 Stadium Street,6033 Stadium St.,San Diego,92122-3399,CA,6033 Stadium Street,6033 Stadium St.,San Diego,92122-3399,CA,(858) 453-5377,No Data,(858) 546-1269,http://www.sandi.net/spreckels,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.849998,-117.21334,Michel,Cazary,2023-02-09,N
37683386040182,0634320,No Data,Closed,San Diego,San Diego Unified,Stevenson Elementary,4520 Pocahontas Avenue,4520 Pocahontas Ave.,San Diego,92117,CA,4520 Pocahontas Avenue,4520 Pocahontas Ave.,San Diego,92117,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1984-09-26 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386040190,0634320,05556,Active,San Diego,San Diego Unified,King-Chavez Primary Academy,415 31st Street,415 31st St.,San Diego,92102-4236,CA,415 31st Street,415 31st St.,San Diego,92102-4236,CA,(619) 525-7320,No Data,(619) 696-7459,http://kingchavez.org/,1980-07-01 00:00:00,No Data,Y,0705,Directly funded,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-3,K-3,N,N,N,0602015,32.709848,-117.12742,Gerry,Guevara,2022-10-20,Y
37683386040208,0634320,05557,Active,San Diego,San Diego Unified,Sunset View Elementary,4365 Hill Street,4365 Hill St.,San Diego,92107-4199,CA,4365 Hill Street,4365 Hill St.,San Diego,92107-4199,CA,(619) 223-7156,No Data,(619) 224-6920,http://www.sunsetviewelementary.com,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-4,K-4,N,N,N,No Data,32.724692,-117.25049,Jennifer,O'Connor,2023-02-09,N
37683386040216,0634320,No Data,Closed,San Diego,San Diego Unified,Schweitzer Elementary,6991 Balboa Avenue,6991 Balboa Ave.,San Diego,92111,CA,6991 Balboa Avenue,6991 Balboa Ave.,San Diego,92111,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1991-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,ELEM,Elementary,K-6,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386040224,0634320,05560,Active,San Diego,San Diego Unified,Toler Elementary,3350 Baker Street,3350 Baker St.,San Diego,92117-6017,CA,3350 Baker Street,3350 Baker St.,San Diego,92117-6017,CA,(858) 273-0294,No Data,(858) 483-3832,http://www.sandi.net/toler,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,N,N,No Data,32.800640,-117.20929,Peggy,Lewis,2023-02-09,N
37683386040232,0634320,05561,Active,San Diego,San Diego Unified,Torrey Pines Elementary,8350 Cliffridge Avenue,8350 Cliffridge Ave.,La Jolla,92037-2106,CA,8350 Cliffridge Avenue,8350 Cliffridge Ave.,La Jolla,92037-2106,CA,(619) 605-3700,No Data,(858) 452-6923,http://www.sandi.net/torreypines,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.858621,-117.24378,Keith,Keiper,2023-02-09,N
37683386040240,0634320,No Data,Closed,San Diego,San Diego Unified,Twain Elementary,6402 Linda Vista Road,6402 Linda Vista Rd.,San Diego,92111,CA,6402 Linda Vista Road,6402 Linda Vista Rd.,San Diego,92111,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1989-06-30 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386040257,0634320,05563,Active,San Diego,San Diego Unified,Valencia Park Elementary,5880 Skyline Drive,5880 Skyline Dr.,San Diego,92114-5599,CA,5880 Skyline Drive,5880 Skyline Dr.,San Diego,92114-5599,CA,(619) 344-3500,No Data,(619) 344-3540,http://www.valenciapark.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,Y,N,No Data,32.701466,-117.07178,Lori,Moore,2023-03-29,N
37683386040265,0634320,05567,Active,San Diego,San Diego Unified,Washington Elementary,1789 State Street,1789 State St.,San Diego,92101-2598,CA,1789 State Street,1789 State St.,San Diego,92101-2598,CA,(619) 344-6300,No Data,(619) 344-6349,http://www.washington.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,Y,N,No Data,32.724215,-117.16670,Juan,Nunez,2023-03-29,N
37683386040273,0634320,05568,Active,San Diego,San Diego Unified,Webster Elementary,4801 Elm Street,4801 Elm St.,San Diego,92102-1354,CA,4801 Elm Street,4801 Elm St.,San Diego,92102-1354,CA,(619) 362-3000,No Data,(619) 362-3049,http://www.webster.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,P-5,K-5,N,Y,N,No Data,32.724157,-117.09239,Beverly,Prange,2024-09-13,N
37683386040281,0634320,05569,Active,San Diego,San Diego Unified,Wegeforth Elementary,3443 Ediwhar Avenue,3443 Ediwhar Ave.,San Diego,92123-2207,CA,3443 Ediwhar Avenue,3443 Ediwhar Ave.,San Diego,92123-2207,CA,(858) 987-5900,No Data,(858) 987-5949,http://www.wegeforth.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.805607,-117.13650,Lori,Sandoval,2023-03-29,N
37683386040299,0634320,05570,Active,San Diego,San Diego Unified,Benchley/Weinberger Elementary,6269 Twin Lake Drive,6269 Twin Lake Dr.,San Diego,92119-3051,CA,6269 Twin Lake Drive,6269 Twin Lake Dr.,San Diego,92119-3051,CA,(619) 344-4000,No Data,(619) 697-8617,http://www.benchleyweinberger.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,Y,N,No Data,32.794462,-117.03254,Mindy,Ahrens,2024-09-12,N
37683386040307,0634320,05571,Active,San Diego,San Diego Unified,Whitman Elementary,4050 Appleton Street,4050 Appleton St.,San Diego,92117-1101,CA,4050 Appleton Street,4050 Appleton St.,San Diego,92117-1101,CA,(858) 935-2900,No Data,(858) 935-2949,http://www.whitman.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),TRAD,Traditional,ELEM,Elementary,K-5,K-5,N,N,N,No Data,32.836074,-117.20321,Amy,Smith,2024-09-11,N
37683386040315,0634320,No Data,Closed,San Diego,San Diego Unified,Whittier Elementary,3401 Clairemont Drive,3401 Clairemont Dr.,San Diego,92117,CA,3401 Clairemont Drive,3401 Clairemont Dr.,San Diego,92117,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1984-09-26 00:00:00,N,No Data,No Data,54.0,Unified School District,60,Elementary Schools (Public),No Data,No Data,UG,Ungraded,No Data,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,1999-06-24,No Data
37683386040323,0634320,No Data,Closed,San Diego,San Diego Unified,Wiggin Special Day,4350 Mount Everest Boulevard,4350 Mt. Everest Blvd.,San Diego,92117-4847,CA,4350 Mount Everest Boulevard,4350 Mt. Everest Blvd.,San Diego,92117-4847,CA,No Data,No Data,No Data,No Data,1980-07-01 00:00:00,1999-11-24 00:00:00,N,No Data,No Data,54.0,Unified School District,09,Special Education Schools (Public),No Data,No Data,ELEM,Elementary,K-8,No Data,No Data,No Data,N,No Data,No Data,No Data,No Data,No Data,2000-05-11,No Data
37683386059588,0634320,05419,Active,San Diego,San Diego Unified,Bell Middle,620 Briarwood Road,620 Briarwood Rd.,San Diego,92139-1399,CA,620 Briarwood Road,620 Briarwood Rd.,San Diego,92139-1399,CA,(619) 430-1000,No Data,(619) 430-1010,http://www.bell.sandiegounified.org/,1980-07-01 00:00:00,No Data,N,No Data,No Data,54.0,Unified School District,62,Intermediate/Middle Schools (Public),TRAD,Traditional,INTMIDJR,Intermediate/Middle/Junior High,6-8,6-8,N,N,N,No Data,32.688916,-117.03736,Precious,Jackson-Hubbard,2024-02-01,N
