ANCHORNAME,ADDRESS,CITY,STATECODE,ZIP5,ZIP4,LATITUDE,LONGITUDE,CAICAT,BBSERVICE,PublicWifi,URL,FULLFIPSID,CAIID,CAIType,ConProvide,ConType,ConMedium,ConSpeed,geometry,index_right,BlockCode,DBA,FRN,TechCode,Consumer,MaxAdDn,MaxAdUp,MaxDnTier,MaxUpTier,Shape_Leng,Shape_Area,has_coverage
Valley Oak Middle,2000 North Lovers Lane,Visalia,CA,93292,3104,36.345693,-119.26092,1,Y,U,http://www.vusd.org,061070013042005,54722566092373,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,2000000,POINT Z (-119.26091999999994 36.34569300000004 0),,,,,,,,,,,,,False
Golden Oak Elementary,1700 North Lovers Lane,Visalia,CA,93292,8013,36.341987,-119.26087,1,Y,U,http://www.vusd.org,061070013042005,54722566106249,Public Schools,AT&T,Terrestrial Point-to-Multipoint,Fiber Optic,500000,POINT Z (-119.26086999999995 36.341987000000074 0),,,,,,,,,,,,,False
Waukena Joint Union Elementary,19113 Road 28,Tulare,CA,93274,8924,36.136754,-119.50982,1,Y,U,http://www.waukenaschool.com,061070031003038,54722646054753,Public Schools,Internal Fiber,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.50981999999999 36.13675400000005 0),,,,,,,,,,,,,False
George L. Snowden Elementary,301 South Farmersville Boulevard,Farmersville,CA,93223,1835,36.296367,-119.20721,1,Y,U,http://www.farmersville.k12.ca.us,061070016012015,54753256054076,Public Schools,Vast Networks,Terrestrial Point-to-Point,Fiber Optic,5000000,POINT Z (-119.20720999999998 36.29636700000003 0),,,,,,,,,,,,,False
Santa Fe Elementary,600 West Grand Avenue,Porterville,CA,93257,4950,36.060213,-119.01018,1,Y,U,No Data,061070041042016,54755230102574,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.01017999999999 36.06021300000003 0),,,,,,,,,,,,,False
Monache High,600 West Grand Avenue,Porterville,CA,93257,1302,36.08325,-119.0528,1,Y,U,No Data,061070035043019,54755235432786,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-119.05279999999999 36.08325000000008 0),,,,,,,,,,,,,False
Porterville High,600 West Grand Avenue,Porterville,CA,93257,3331,36.064625,-119.02892,1,Y,U,No Data,061070041031014,54755235434113,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-119.02891999999997 36.064625000000035 0),,,,,,,,,,,,,False
Bartlett Middle,600 West Grand Avenue,Porterville,CA,93257,3471,36.072016,-119.02258,1,Y,U,No Data,061070038021023,54755236054225,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.02257999999995 36.072016000000076 0),,,,,,,,,,,,,False
Belleview Elementary,600 West Grand Avenue,Porterville,CA,93257,2256,36.074675,-119.0209,1,Y,U,No Data,061070038021018,54755236054233,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.02089999999998 36.07467500000007 0),,,,,,,,,,,,,False
Pioneer Middle,600 West Grand Avenue,Porterville,CA,93257,6062,36.048596,-119.01201,1,Y,U,No Data,061070041021011,54755236054266,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-119.01200999999998 36.04859600000003 0),,,,,,,,,,,,,False
Roche Elementary,600 West Grand Avenue,Porterville,CA,93257,3928,36.072763,-119.01117,1,Y,U,No Data,061070038023006,54755236054274,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.01116999999999 36.072763000000066 0),,,,,,,,,,,,,False
Los Robles Elementary,600 West Grand Avenue,Porterville,CA,93257,6321,36.083815,-119.0065,1,Y,U,No Data,061070039021012,54755236107379,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.00649999999996 36.08381500000007 0),,,,,,,,,,,,,False
Dinuba High,1327 East El Monte Way,Dinuba,CA,93618,1825,36.541679,-119.38666,1,Y,U,http://www.dinuba.k12.ca.us,061070005011028,54755315431184,Public Schools,Vast Networks,Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-119.38665999999995 36.541679000000045 0),,,,,,,,,,,,,False
Lincoln Elementary,1327 East El Monte Way,Dinuba,CA,93618,1825,36.55256,-119.39055,1,Y,U,http://www.dinuba.k12.ca.us,061070004021000,54755316053987,Public Schools,Vast Networks,Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-119.39054999999996 36.55256000000003 0),,,,,,,,,,,,,False
Washington Intermediate,1327 East El Monte Way,Dinuba,CA,93618,1825,36.55446,-119.38122,1,Y,U,http://www.dinuba.k12.ca.us,061070004024002,54755316053995,Public Schools,Vast Networks,Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-119.38121999999998 36.55446000000006 0),,,,,,,,,,,,,False
Castle Rock Elementary,360 North Castle Rock Street,Woodlake,CA,93286,1250,36.418463,-119.08976,1,Y,U,http://www.castlerockwildcats.org/en-us,061070001022090,54767946108286,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.08975999999996 36.41846300000003 0),,,,,,,,,,,,,False
Exeter Union High,505 Rocky Hill Drive,Exeter,CA,93221,1325,36.29718,-119.13598,1,Y,U,http://euhs.exeter.k12.ca.us/,061070015011030,54768365431598,Public Schools,Vast Networks,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.13597999999996 36.297180000000026 0),,,,,,,,,,,,,False
Lincoln Elementary,333 South D Street,Exeter,CA,93221,1721,36.293118,-119.13761,1,Y,U,http://les.exeter.k12.ca.us/,061070015023059,54768366054043,Public Schools,Vast Networks,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.13760999999994 36.29311800000005 0),,,,,,,,,,,,,False
Belleview Elementary,22736 Kuien Mill Road,Sonora,CA,95370,8331,38.033789,-120.27167,1,Y,U,No Data,061090031011016,55723066054829,Public Schools,Internal Fiber,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-120.27166999999997 38.03378900000007 0),,,,,,,,,,,,,False
Columbia Elementary,22540 Parrotts Ferry Road,Columbia,CA,95310,9757,38.043019,-120.44662,1,Y,U,http://www.cusd49.com,061090021014000,55723486054860,Public Schools,Internal Fiber,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-120.44661999999994 38.04301900000007 0),,,,,,,,,,,,,False
Sonora High,430 North Washington Street,Sonora,CA,95370,5526,37.99251,-120.38368,1,Y,U,http://sonorahs.k12.ca.us/shs/,061090012002008,55723895536503,Public Schools,Internal Fiber,Terrestrial Point-to-Multipoint,Fiber Optic,2500000,POINT Z (-120.38367999999997 37.99251000000004 0),,,,,,,,,,,,,False
Long Barn High,17555 Tuolumne Road,Long Barn,CA,95335,5335,38.09158,-120.13815,1,Y,U,No Data,061090031032295,55724135530050,Public Schools,"GeoLinks, formerly California Internet",Wireless Point-to-Point,Wireless,100000,POINT Z (-120.13814999999994 38.09158000000008 0),,,,,,,,,,,,,False
South Fork High,17555 Tuolumne Road,Twain Harte,CA,95383,9701,38.087627,-120.19489,1,Y,U,No Data,061090021021133,55724135530092,Public Schools,Comcast,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-120.19488999999999 38.087627000000055 0),,,,,,,,,,,,,False
Cold Springs High,17555 Tuolumne Road,Long Barn,CA,95335,9701,38.092277,-120.13375,1,Y,U,No Data,061090031032296,55724135530100,Public Schools,Internal Copper/DSL,Commercial/Residential,Copper/DSL,100000,POINT Z (-120.13374999999996 38.092277000000024 0),,,,,,,,,,,,,False
Mountain High,17555 Tuolumne Road,Pinecrest,CA,95364,5364,38.18356,-120.00723,1,Y,U,No Data,061090031032153,55724135530175,Public Schools,Local ISP,Wireless Point-to-Point,Wireless,15000,POINT Z (-120.00722999999999 38.18356000000006 0),,,,,,,,,,,,,False
Tioga High,19304 Ferretti Road,Groveland,CA,95321,9338,37.8247,-120.11681,1,Y,U,http://www.bofg.org,061090042023004,55751845530076,Public Schools,AT&T,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-120.11680999999999 37.824700000000064 0),,,,,,,,,,,,,False
River Oaks Academy,"920 Hampshire Road, Suite X",Westlake Village,CA,91361,2865,34.155851,-118.83043,1,U,U,No Data,061110059061008,56105610122713,Public Schools,Unknown/Did not provide,Commercial/Residential,Copper/DSL,1540,POINT Z (-118.83042999999998 34.15585100000004 0),,,,,,,,,,,,,False
Olivelands Elementary,12465 Foothill Road,Santa Paula,CA,93060,9714,34.328592,-119.14112,1,U,U,http://www.briggsesd.org,061110008003019,56724476054977,Public Schools,Unknown/Did not provide,Wireless Point-to-Point,Wireless,100000,POINT Z (-119.14111999999994 34.32859200000007 0),,,,,,,,,,,,,False
Mountain Vista,PO Box 697,Fillmore,CA,93015,3015,34.408617,-118.92596,1,Y,U,http://mountainvista.fillmoreusd.org,061110003042001,56724540109520,Public Schools,Crown Castle,Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-118.92595999999998 34.40861700000005 0),,,,,,,,,,,,,False
Fillmore Senior High,PO Box 697,Fillmore,CA,93015,1331,34.4036,-118.91442,1,Y,U,http://fillmorehighschool.fillmoreusd.org,061110003023002,56724545632021,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,5000000,POINT Z (-118.91441999999995 34.40360000000004 0),,,,,,,,,,,,,False
Art Haycox Elementary,5400 Perkins Road,Oxnard,CA,93033,8812,34.151061,-119.18383,1,Y,U,http://www.hueneme.org/o/haycox-elementary,061110045081001,56724626055024,Public Schools,Crown Castle,Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-119.18382999999994 34.15106100000003 0),,,,,,,,,,,,,False
Charles Blackstock Junior High,701 East Bard Road,Oxnard,CA,93033,7265,34.161994,-119.17132,1,Y,U,http://www.hueneme.org/o/blackstock-junior-high,061110040004003,56724626055032,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-119.17131999999998 34.16199400000005 0),,,,,,,,,,,,,False
Waterford Adult Education Center,"219 North Reinway Avenue, #2",Waterford,CA,95386,5386,37.642186,-120.7574,1,Y,U,http://www.waterford.k12.ca.us,060990028012021,50755720133918,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-120.75739999999996 37.64218600000004 0),,,,,,,,,,,,,False
Tehama County ROP,PO Box 689,Red Bluff,CA,96080,3125,40.17833,-122.24496,1,Y,U,No Data,061030005003080,52743105295019,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-122.24495999999999 40.178330000000074 0),,,,,,,,,,,,,False
Family Education Center,40802 Road 128,Cutler,CA,93615,3615,36.530111,-119.2868,1,Y,U,http://fec.cojusd.org/,061070006001003,54718600111450,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.28679999999997 36.53011100000003 0),,,,,,,,,,,,,False
Tulare Adult Education,575 West Maple,Tulare,CA,93274,2606,36.214279,-119.3591,1,Y,U,No Data,061070022042010,54722495435342,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.35909999999996 36.21427900000003 0),,,,,,,,,,,,,False
Visalia Adult,3110 East Houston Avenue,Visalia,CA,93292,4039,36.342997,-119.25607,1,Y,U,http://www.vusd.org,061070013042005,54722565435870,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.25606999999997 36.342997000000025 0),,,,,,,,,,,,,False
Farmersville Adult,281 South Farmersville Boulevard,Farmersville,CA,93223,3223,36.296617,-119.2072,1,Y,U,http://www.farmersville.k12.ca.us/Domain/668,061070016012015,54753250140640,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,POINT Z (-119.20719999999994 36.296617000000026 0),,,,,,,,,,,,,False
Laguna Vista Elementary,5084 Etting Road,Oxnard,CA,93033,5904,34.161959,-119.0926,1,Y,U,No Data,061110056023069,56725126055164,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,300000,POINT Z (-119.09259999999995 34.161959000000024 0),,,,,,,,,,,,,False
Mar Vista Elementary,2382 Etting Road,Oxnard,CA,93033,6864,34.161751,-119.1452,1,Y,U,No Data,061110047151007,56725126055172,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.14519999999999 34.16175100000004 0),,,,,,,,,,,,,False
Ocean View Junior High,4300 Olds Road,Oxnard,CA,93033,8051,34.160699,-119.14879,1,Y,U,No Data,061110047151007,56725126084891,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.14878999999996 34.16069900000008 0),,,,,,,,,,,,,False
Nordhoff High,1401 Maricopa Highway,Ojai,CA,93023,3132,34.442433,-119.26593,1,Y,U,http://www.ojaiusd.org/o/nhs,061110010021006,56725205634076,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,200000,POINT Z (-119.26592999999997 34.44243300000005 0),,,,,,,,,,,,,False
Mira Monte Elementary,1216 Loma Drive,Ojai,CA,93023,3825,34.433329,-119.27997,1,Y,U,http://www.ojaiusd.org/o/mira-monte-elementary,061110010021011,56725206055206,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,100000,POINT Z (-119.27996999999999 34.43332900000007 0),,,,,,,,,,,,,False
Thurgood Marshall Elementary,1051 South A Street,Oxnard,CA,93036,6349,34.221432,-119.2094,1,Y,U,http://www.oxnardsd.org,061110029013025,56725380100362,Public Schools,Sunesys,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.20939999999996 34.22143200000005 0),,,,,,,,,,,,,False
Juan Lagunas Soria Elementary,1051 South A Street,Oxnard,CA,93035,1203,34.196312,-119.21226,1,Y,U,No Data,061110036132000,56725380119412,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.21225999999996 34.196312000000034 0),,,,,,,,,,,,,False
Driffill Elementary,1051 South A Street,Oxnard,CA,93030,7442,34.19227,-119.1836,1,Y,U,No Data,061110086023000,56725386055271,Public Schools,Sunesys,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.18359999999996 34.192270000000065 0),,,,,,,,,,,,,False
Elm Street Elementary,1051 South A Street,Oxnard,CA,93033,3646,34.182719,-119.17214,1,Y,U,No Data,061110039011016,56725386055289,Public Schools,Sunesys,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.17213999999996 34.18271900000008 0),,,,,,,,,,,,,False
Cesar E. Chavez Elementary,1051 South A Street,Oxnard,CA,93030,3792,34.20554,-119.16642,1,Y,U,No Data,061110091004007,56725386055321,Public Schools,Sunesys,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.16641999999996 34.20554000000004 0),,,,,,,,,,,,,False
Ramona Elementary,1051 South A Street,Oxnard,CA,93030,5430,34.20449,-119.17058,1,Y,U,No Data,061110032012012,56725386055362,Public Schools,Sunesys,Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.17057999999997 34.20449000000008 0),,,,,,,,,,,,,False
Rancho Campana High,4235 Mar Vista Drive,Camarillo,CA,93010,2317,34.244356,-119.02138,1,Y,U,http://www.ranchocampanahigh.us,061110052022017,56725460131698,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.02137999999997 34.24435600000004 0),,,,,,,,,,,,,False
Oxnard Middle College High,4000 South Rose Avenue,Oxnard,CA,93033,6699,34.165157,-119.15828,1,U,U,http://oxnardmiddlecollege.us/,061110047103003,56725460136804,Public Schools,Unknown/Did not provide,Unknown/Did not provide,Unknown/Did not provide,0,POINT Z (-119.15827999999999 34.16515700000008 0),,,,,,,,,,,,,False
Frontier High,545 Airport Way,Camarillo,CA,93010,8581,34.207397,-119.07636,1,Y,U,http://www.frontierhigh.us,061110056023027,56725465630066,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.07635999999997 34.20739700000007 0),,,,,,,,,,,,,False
Pacifica High,600 East Gonzales Road,Oxnard,CA,93036,8266,34.218898,-119.17153,1,Y,U,http://www.pacificahigh.us,061110031013000,56725465630389,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.17152999999996 34.218898000000024 0),,,,,,,,,,,,,False
Adolfo Camarillo High,4660 Mission Oaks Boulevard,Camarillo,CA,93012,5132,34.219435,-119.00781,1,Y,U,http://www.camarillohigh.us,061110053081044,56725465631619,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.00780999999995 34.21943500000003 0),,,,,,,,,,,,,False
Oxnard High,3400 West Gonzales Road,Oxnard,CA,93036,7768,34.21791,-119.214,1,Y,U,http://www.oxnardhigh.us,061110029051014,56725465634548,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.21399999999994 34.217910000000074 0),,,,,,,,,,,,,False
Rio Mesa High,545 Central Avenue,Oxnard,CA,93030,1045,34.254192,-119.14758,1,Y,U,http://www.riomesahigh.us,061110093002043,56725465634761,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Multipoint,Fiber Optic,1000000,POINT Z (-119.14757999999995 34.254192000000046 0),,,,,,,,,,,,,False
Rio Del Mar,3150 Thames River,Oxnard,CA,93036,5339,34.2442,-119.167,1,Y,U,http://www.rioschools.org/riodelmar,061110050041120,56725610112631,Public Schools,Crown Castle,Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-119.16699999999997 34.244200000000035 0),,,,,,,,,,,,,False
Rio Vista Middle,3050 Thames River Drive,Oxnard,CA,93036,5338,34.242562,-119.16957,1,Y,U,http://www.rioschools.org/riovista,061110050041120,56725610113977,Public Schools,Crown Castle,Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-119.16956999999996 34.24256200000008 0),,,,,,,,,,,,,False
Rio del Norte,2500 Lobelia Drive,Oxnard,CA,93036,1594,34.234222,-119.19127,1,Y,U,http://www.rioschools.org/riodelnorte,061110030131011,56725616119242,Public Schools,Crown Castle,Terrestrial Point-to-Multipoint,Fiber Optic,10000000,POINT Z (-119.19126999999997 34.234222000000045 0),,,,,,,,,,,,,False
Santa Clara Elementary,20030 East Telegraph Road,Santa Paula,CA,93060,9637,34.376265,-118.99992,1,U,U,http://www.santaclaraesd.org,061110003041017,56725796055537,Public Schools,Unknown/Did not provide,Wireless Point-to-Point,Wireless,25000,POINT Z (-118.99991999999997 34.376265000000046 0),,,,,,,,,,,,,False
Simi Valley High,5400 Cochran Street,Simi Valley,CA,93063,3547,34.278937,-118.68722,1,Y,U,http://www.svhs.simivalleyusd.org/,061110083072000,56726035636188,Public Schools,Crown Castle,Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-118.68721999999997 34.27893700000004 0),,,,,,,,,,,,,False
Junipero Serra Elementary,8880 Halifax Street,Ventura,CA,93004,2623,34.268049,-119.17396,1,U,U,http://www.venturausd.org/juniperoserra.htm,061110014023003,56726526056105,Public Schools,Unknown/Did not provide,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.17395999999997 34.268049000000076 0),,,,,,,,,,,,,False
Lincoln Elementary,1107 East Santa Clara Street,Ventura,CA,93001,3125,34.27964,-119.28383,1,U,U,http://www.venturausd.org/lincoln.htm,061110024002002,56726526056113,Public Schools,Unknown/Did not provide,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.28382999999997 34.27964000000003 0),,,,,,,,,,,,,False
Citrus Glen Elementary,9655 Darling Road,Ventura,CA,93004,3778,34.27708,-119.17169,1,U,U,http://www.venturausd.org/citrusglen.htm,061110014012000,56726526116040,Public Schools,Unknown/Did not provide,Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-119.17168999999996 34.27708000000007 0),,,,,,,,,,,,,False
Newbury Park High,456 North Reino Road,Newbury Park,CA,91320,3798,34.185332,-118.95398,1,Y,U,No Data,061110060002019,56737595633748,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,10000000,POINT Z (-118.95397999999994 34.18533200000007 0),,,,,,,,,,,,,False
Banyan Elementary,1120 Knollwood Drive,Newbury Park,CA,91320,5599,34.15819,-118.9543,1,Y,U,No Data,061110059015009,56737596055867,Public Schools,Spectrum (TWC & Charter),Terrestrial Point-to-Point,Fiber Optic,1000000,POINT Z (-118.95429999999999 34.15819000000005 0),,,,,,,,,,,,,False
